id_attack	name	type_1	type_2	type_3	type_4	type_5	value	text
276	Aqua Sonic	10	10				20	This attack's damage is not affected by Resistance.
277	Aqua Sonic	6	10	10			40	Don't apply Resistance.
278	Aqua Sonic	6	10	10			40	This attack's damage isn't affected by Resistance.
279	Aqua Sonic	6	10	10			50	This attack's damage is not affected by Resistance.
280	Aqua Sonic	6	10	10	10	10	80	This attack's damage is not affected by Resistance.
281	Aqua Sonic	6	6	10			50	This attack's damage isn't affected by Resistance.
282	Aqua Sonic	6	6	10			60	This attack's damage isn't affected by Resistance.
283	Aqua Sonic	6	6	10			70	This attack's damage isn't affected by Resistance.
284	Aqua Spark	4	10				20+	If Chinchou has any Water Energy attached to it, this attack does 20 damage plus 10 more damage.
285	Aqua Spark	4	10	10			60+	If this Pokémon has any Water Energy attached to it, this attack does 60 more damage.
286	Aqua Split	6	6	6			40	This attack does 40 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
287	Aqua Stream						10×	Search your discard pile for as many Water Energy cards as you like, show them to your opponent, and this attack does 10 damage for each Water Energy card you chose. Put those cards on top of your deck. Shuffle your deck afterward.
288	Aqua Supply	6					20	You may attach a basic Energy card from your hand to 1 of your Pokémon.
289	Aqua Swirl	6	10	10			60	You may have your opponent switch his or her Active Pokémon with 1 of his or her Benched Pokémon.
290	Aqua Tail	10					10+	Flip a coin for each Water Energy attached to Milotic C. This attack does 10 damage plus 20 more damage for each heads.
291	Aqua Tail	10	10				30+	Flip a coin for each Water Energy attached to this Pokémon. This attack does 10 more damage for each heads.
292	Aqua Tail	6	10				20+	Flip a coin for each Water Energy attached to Squirtle. This attack does 20 damage plus 10 more damage for each heads.
293	Aqua Tail	6	10	10			30+	Flip a coin for each Water Energy attached to Totodile. This attack does 30 damage plus 20 more damage for each heads.
294	Aqua Tail	6	10	10	10		90+	Flip a coin for each Water Energy attached to this Pokémon. This attack does 30 more damage for each heads.
295	Aqua Trance	6					20	At the end of your opponent's next turn, the Defending Pokémon is now Asleep.
296	Aqua Trance	6	10				20	At the end of your opponent's next turn, the Defending Pokémon is now Asleep.
297	Aqua Trick	6	10	10			30	If your opponent has any Benched Pokemon, move 1 Energy card attached to the Defending Pokémon to 1 of your opponent's Benched Pokémon. If your opponent has no Benched Pokémon, this effect does nothing.
298	Aqua Trip	6	10				10	Flip a coin. If heads, the Defending Pokémon is now Confused. If tails, the Defending Pokémon is now Asleep.
299	Aqua Turbo	6	6				40	Search your deck for up to 2 Water Energy cards and attach them to 1 of your Benched Pokémon. Shuffle your deck afterward.
300	Aqua Wash	6	6	6	6		70	You may put 2 Energy attached to your opponent's Active Pokémon into their hand.
301	Aqua Wave	10	10				10+	Flip a coin. If heads, this attack does 10 damage plus 20 more damage.
302	Aqua Wave	1	10	10			40+	Flip 2 coins. This attack does 40 damage plus 10 more damage for each heads.
303	Aqua Wave	6	10				20+	Flip a coin. If heads, this attack does 20 damage plus 10 more damage.
304	Aqua Wave	6	6	10			80	
305	Aquabomb	4	6	6			40	Kingdra does 10 damage to itself. (Don't apply Weakness or Resistance when Kingdra damages itself with this attack.)
306	Aquafall	6	6				90	Discard all Energy attached to this Pokémon.
307	Aquafall	10	10				130	Discard all Energy from this Pokémon.
308	Arm Thrust	1	10				40	Flip a coin. If tails, this attack does nothing. If heads, discard an Energy card attached to the Defending Pokémon.
309	Arm Thrust	10	10				40	Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon. If tails, this attack does nothing.
310	Armor Press	10	10				30	During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).
311	Armor Press	3	10	10			100	During your opponent's next turn, this Pokémon takes 20 less damage from attacks (after applying Weakness and Resistance).
312	Armor Up	10						Until the end of your next turn, if Dark Forretress would be Knocked Out by damage from an attack, flip a coin. If heads, Dark Forretress is not Knocked Out and its remaining HP become 10 instead.
313	Aromatherapy	9						Heal 10 damage from each of your Pokémon.
314	Aromatherapy	9						Heal 30 damage from each of your Pokémon.
315	Aromatherapy	3	10	10			40	Remove 2 damage counters from each of your Pokémon.
316	Aromatherapy	10						Heal 10 damage from each of your Pokémon.
317	Aromax	3						Heal all damage from 1 of your Benched Pokémon.
318	Ascension	10						Search your deck for a card that evolves from Shuppet and put it onto Shuppet. (This counts as evolving Shuppet.) Shuffle your deck afterward.
319	Ascension	10						Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon. (This counts as evolving this Pokémon.) Shuffle your deck afterward.
320	Ascension	10						Search your deck for a card that evolves from Wurmple and put it on Wurmple. (This counts as evolving Wurmple.) Shuffle your deck afterward.
321	Ascension	7						Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon. (This counts as evolving this Pokémon.) Shuffle your deck afterward.
322	Ascension							Search your deck for a card that evolves from Cascoon and put it onto Cascoon. (This counts as evolving Cascoon.) Shuffle your deck afterward.
323	Ascension							Search your deck for a card that evolves from Silcoon and put it onto Silcoon. (This counts as evolving Silcoon.) Shuffle your deck afterward.
324	Ascension							Search your deck for a card that evolves from Vulpix and put it on Vulpix. (This counts as evolving Vulpix.) Shuffle your deck afterward.
325	Ascension	3						Search your deck for a card that evolves from Grimer and put it onto Grimer. (This counts as evolving Grimer.) Shuffle your deck afterward.
326	Ascension	6						Search your deck for a card that evolves from Feebas and put it on Feebas. (This counts as evolving Feebas.) Shuffle your deck afterward.
327	Ascension	6	10					Search your deck for a card that evolves from Magikarp and put it on Magikarp. (This counts as evolving Magikarp.) Shuffle your deck afterward.
328	Ascension	1						Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.
329	Ascension	5						Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.
330	Assassin Flight	10						You can use this attack only if your opponent's Active Pokémon is affected by a Special Condition. This attack does 90 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
331	Assault Boom	10	10	10			50+	If your opponent's Active Pokémon has a Pokémon Tool card attached to it, this attack does 70 more damage.
332	Assault Boom	10	10	10			70+	If your opponent's Active Pokémon has a Pokémon Tool card attached to it, this attack does 70 more damage.
333	Assault Gate	7					90	If this Pokémon didn't move from the Bench to the Active Spot this turn, this attack does nothing. This attack's damage isn't affected by Weakness.
334	Assault Laser	4	10				60+	If your opponent's Active Pokémon has a Pokémon Tool card attached to it, this attack does 60 more damage.
335	Assault Tackle	8	8	10			130	Discard a Special Energy from your opponent's Active Pokémon.
336	Assembly-GX	8	8	10			50+	This attack does 50 more damage for each Prize card you have taken. (You can't use more than 1 GX attack in a game.)
337	Assist	7	10	10				Flip a coin. If heads, choose 1 of your Benched Pokémon's attacks and use it as this attack.
338	Assisting Heater	2					30	You may attach a Fire Energy card from your hand to 1 of your Benched Pokémon.
339	Assurance	1	10				30	As long as the Defending Pokémon's remaining HP is 60 or less, this attack's base damage is 60 instead of 30.
340	Astonish	10						Choose 1 card from your opponent's hand without looking. Look at the card you chose, then have your opponent shuffle that card into his or her deck.
341	Astonish	10					10	Choose 1 card from your opponent's hand without looking. Look at that card you chose, then have your opponent shuffle that card into his or her deck.
342	Astonish	10					10	Flip a coin. If heads, choose a card at random from your opponent's hand. Your opponent reveals that card and shuffles it into his or her deck.
343	Astonish	10					20	Choose 1 card from your opponent's hand without looking. Look at that card you chose, then have your opponent shuffle that card into his or her deck.
344	Astonish	10					30	Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into his or her deck.
345	Astonish	10	10				20	Choose 1 card from your opponent's hand without looking. Look at that card you chose, then have your opponent shuffle that card into his or her deck.
346	Astonish	10	10				20	Choose 2 cards from your opponent's hand without looking. Look at the cards you chose, then have your opponent shuffle those cards into his or her deck.
347	Astonish	7					10	Flip a coin. If heads, choose 1 card from your opponent's hand without looking. Look at that card you chose, then have your opponent shuffle that card into his or her deck.
348	Astonish	7	10				20	Choose 1 card from your opponent's hand without looking. Look at that card you chose, then have your opponent shuffle that card into his or her deck.
349	Astonish							Choose 1 card from your opponent's hand without looking. Look at the card you chose, then have your opponent shuffle that card into his or her deck.
350	Astonish	8						Flip a coin. If heads, choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into his or her deck.
351	Astonish	5						Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into his or her deck.
352	Astonish	5						Flip a coin. If heads, choose 1 card from your opponent's hand without looking. Look at the card you chose, then have your opponent shuffle that card into his or her deck.
353	Astonish	5						Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into their deck.
354	Astonish	7						Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into their deck.
355	Astonish	1					10	Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into their deck.
356	Attach	4					10	
357	Attach	10					10	
358	Attack and Hide	5	10	10				Put 3 damage counters on 1 of your opponent's Pokémon. You may shuffle Gengar and all cards attached to it back into your deck.
359	Attack Command	6					10×	Does 10 damage times the number of Pokémon in play (both yours and your opponent's).
360	Attack Operation	2	2				50+	If you have more cards in your hand than your opponent, this attack does 80 more damage.
361	Attack Order	3	10	10			10×	Does 10 damage times the number of Grass Pokémon in play (both yours and your opponent's).
362	Attack the Wound	4					10+	If your opponent's Active Pokémon already has any damage counters on it, this attack does 50 more damage.
363	Attract	10						If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.
364	Attract	1						If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.
