id_trainer_card	card_name	card_number	card_number_special	id_rarity	id_trainer_type	id_trainer_category	id_set	card_text	id_artist	id_attack	id_action	hp	card_rule_1	ace_spec_rule_1	tool_rule_1	prism_rule_1	holofoil	promo	fixed	shining	secret	series_crossover	id_special_pokemon_type	full_art	gold_art	regular_art	id_special_pokemon
159	Healing Field	61		2	299	4	10	Once during each player's turn, he or she may flip a coin. If heads, that player removes 2 damage counters from his or her Active Pokémon (1 if it only has 1).	3																		
160	Pokémon Breeder Fields	62		2	518	1	10	Flip a coin for each of your non-Baby Pokémon that can evolve. For each heads, search your deck for a later-Stage card that matches that Pokémon. Then put that card into your hand. Shuffle your deck afterwards.	1																		
161	Rocket's Hideout	63		2	594	4	10	Each Pokémon in play with Dark in its name (even your opponent's) gets +20 HP.	3																		
162	Old Rod	64		1	487	1	10	Flip 2 coins. If both are heads, put a Baby Pokémon, Basic, or Evolution card from your discard pile into your hand. If both are tails, put a Trainer card from your discard pile into your hand.	3																		
163	Broken Ground Gym	92		3	77	4	11	Each player pays more to retreat a Baby Pokémon or Basic Pokémon.	19																		
164	EXP.ALL	93		3	214	9	11	During your opponent's turn, if your Active Pokémon would be Knocked Out by your opponent's attack, you may take 1 of the basic Energy cards attached to your Active Pokémon and attach it to the Pokémon with EXP.ALL attached to it. If you do, discard EXP.ALL.	3																		
165	Impostor Professor Oak's Invention	94		3	334	1	11	Look at your opponent's Prize cards. You may have your opponent shuffle them into his or her deck. If you do, your opponent takes that many cards from the top of his or her deck and sets them aside as his or her new Prize cards (without looking at them).	1																		
166	Radio Tower	95		3	569	4	11	Once during each player's turn (before attacking), that player may look at the top 2 cards of his or her deck and put them back in the same order.	32																		
167	Thought Wave Machine	96		3	726	7	11	Flip a coin until you get tails. For each heads, return an Energy card attached to your opponent's Active Pokémon to your opponent's hand. If the Pokémon has fewer attached Energy cards than that, return all of them to your opponent's hand. Your turn is over now (you don't get to attack).	8																		
168	Counterattack Claws	97		2	124	9	11	During your opponent's turn, if the Pokémon Counterattack Claws is attached to is your Active Pokémon and an opponent's attack damages it (even if it is Knocked Out), flip a coin. If heads, put 2 damage counters on the Defending Pokémon. Then, discard Counterattack Claws.	3																		
169	Energy Amplifier	98		2	177	1	11	Choose an Energy card in your hand, show it to your opponent, and shuffle it into your deck. Then flip a coin. If heads, search your deck for up to 3 basic Energy cards. Show them to your opponent, and put them into your hand. Shuffle your deck afterward.	15																		
170	Energy Stadium	99		2	197	4	11	Once during each player's turn (before attacking), that player may flip a coin. If heads, that player puts a basic Energy card from his or her discard pile into his or her hand.	28																		
171	Lucky Stadium	100		2	391	4	11	Once during each player's turn (before attacking), that player may flip a coin. If heads, that player draws a card.	34																		
172	Magnifier	101		2	403	1	11	Attach Magnifier to 1 of your Pokémon. At the end of your turn, discard Magnifier. If the Pokémon Magnifier is attached to attacks, don't apply Resistance for that attack.	3																		
173	Pokémon Personality Test	102		2	531	1	11	Put an Evolution card from your hand face down in front of you. Your opponent guesses whether it is a Pokémon card with Light in its name, a Pokémon card with Dark in its name, or neither one. Flip the card over. If your opponent guessed right, he or she draws 3 cards. If your opponent guessed wrong, you draw 3 cards. Either way, return the card to your hand.	19																		
174	Team Rocket's Evil Deeds	103		2	715	1	11	Look at your opponent's hand and choose a card there. Your opponent shuffles that card into his or her deck. Then, your opponent may draw up to 2 cards.	1																		
175	Heal Powder	104		1	297	1	11	Flip a coin. If heads, your Active Pokémon is no longer Asleep, Confused, Paralyzed, or Poisoned and remove 2 damage counters from it. If your Active Pokémon has fewer damage counters than that, remove all of them.	31																		
176	Mail from Bill	105		1	404	1	11	You can't play this card if you have 5 or more cards in your hand (including this one). Draw cards until you have exactly 4 cards in your hand.	1																		
177	Pokémon Breeder	102		3	517	1	12	Put a Stage 2 Evolution card from your hand on the matching Basic Pokémon. You can only play this card when you would be allowed to evolve that Pokémon anyway.	1																		
178	Pokémon Trader	103		3	537	1	12	Trade 1 of the Basic Pokémon or Evolution cards in your hand for 1 of the Basic Pokémon or Evolution cards from your deck. Show both cards to your opponent. Shuffle your deck afterward.	1																		
179	Scoop Up	104		3	623	1	12	Choose 1 of your own Pokémon in play and return its Basic Pokémon card to your hand. (Discard all cards attached to that card.)	3																		
180	The Boss's Way	105		2	722	1	12	Search your deck for an Evolution card with Dark in its name. Show it to your opponent and put it into your hand. Shuffle your deck afterward.	1																		
181	Challenge!	106		2	98	1	12	Ask your opponent if he or she accepts your challenge. If your opponent declines (or if both Benches are full), draw 2 cards. If your opponent accepts, each of you searches your decks for any number of Basic Pokémon cards and puts them face down onto your Benches. (A player can't do this if his or her Bench is full.) When you both have finished, shuffle your decks and turn those cards face up.	5																		
182	Energy Retrieval	107		2	193	1	12	Trade 1 of other cards in your hand for up to 2 basic Energy cards from your discard pile.	3																		
183	Bill	108		1	55	1	12	Draw 2 cards.	1																		
184	Mysterious Fossil	109		1	460	1	12	Play Mysterious Fossil as if it were a Basic Pokémon. While in play, Mysterious Fossil counts as a Pokémon (instead of a Trainer card). Mysterious Fossil has no attacks, can't retreat, and can't be Asleep, Confused, Paralyzed, or Poisoned. If Mysterious Fossil is Knocked Out, it doesn't count as a Knocked Out Pokémon. (Discard it anyway.) At any time during your turn before your attack, you may discard Mysterious Fossil from play. (Major text change in Legend Maker. Requires reference.)	3			10															
185	Potion	110		1	539	1	12	Remove up to 2 damage counters from 1 of your Pokémon.	3																		
186	Bill's Maintenance	137		2	57	5	14	If you have any cards in your hand, shuffle 1 of them into your deck, then draw 3 cards.	1																		
187	Copycat	138		2	121	5	14	Shuffle your hand into your deck. Then, count the number of cards in your opponent's hand and draw that many cards.	1																		
188	Dual Ball	139		2	167	1	14	Flip 2 coins. For each heads, search your deck for a Basic Pokémon card other than a Baby Pokémon card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.	49																		
189	Energy Removal 2	140		2	190	1	14	Flip a coin. If heads, choose 1 Energy card attached to 1 of your opponent's Pokémon and discard it.	3																		
190	Energy Restore	141		2	192	1	14	Flip 3 coins. For each heads, put a basic Energy card from your discard pile into your hand. If you don't have that many basic Energy cards in your discard pile, put all of them into your hand.	50																		
191	Mary's Impulse	142		2	411	5	14	Flip a coin until you get tails. For each heads, draw 2 cards.	1																		
192	Master Ball	143		2	413	1	14	Look at 7 cards from the top of your deck. You may choose a Basic Pokémon or Evolution card from those cards, show it to your opponent, and put it into your hand. Shuffle the rest into your deck.	3																		
193	Multi Technical Machine 01	144		2	458	6	14	The Defending Pokémon is now Paralyzed.	49																		
194	Pokémon Nurse	145		2	529	5	14	Remove all damage counters from one of your Pokémon. Then discard all Energy cards attached to it, if any.	1																		
195	Pokémon Reversal	146		2	535	1	14	Choose one of your opponent's Benched Pokémon. Flip a coin. If heads, switch that Pokémon with the Defending Pokémon.	49																		
196	Power Charge	147		2	541	1	14	Flip a coin. If heads, shuffle 2 Energy cards from your discard pile into your deck (1 if you have only 1).	3																		
197	Professor Elm's Training Method	148		2	551	5	14	Search your deck for an Evolution card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.	1																		
198	Professor Oak's Research	149		2	557	5	14	Shuffle your hand into your deck, then draw 5 cards.	1																		
199	Strength Charm	150		2	669	9	14	Whenever an attack from the Pokémon that Strength Charm is attached to does damage (after applying Weakness and Resistance), the attack does 10 more damage. At the end of the turn in which this happens, discard Strength Charm.	3																		
200	Super Scoop Up	151		2	676	1	14	Flip a coin. If heads, return 1 of your Pokémon and all cards attached to it to your hand.	3																		
201	Warp Point	152		2	776	1	14	Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any; then you switch your Active Pokémon with 1 of your Benched Pokémon, if any.	3																		
